Company Name,Type,RSSD ID,City,State,MRQ,Total Assets,HTM Securities: Cost,HTM Securities: FMV,HTM Securities: Cost,HTM Securities: FMV,AFS Securities: Cost,AFS Securities: FMV,AFS Securities: Cost,AFS Securities: FMV,Tangible Common Equity,Goodwill,Other Intangibles,Municipals,,,,,,,,,,,,,,,,,,,,,,
[Do not alter shaded columns]                             QA Field ID,,,,,,,2916,2917,2916,2917,2897,2898,2897,2898,1790,6,1825,2921,,,,,,,,,,,,,,,,,,,,,,
Field Type,,,,,,,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,Bank,,,,,,,,,,,,,,,,,,,,,,
Period,,,,,,,3/31/25,3/31/25,12/31/24,12/31/24,3/31/25,3/31/25,12/31/24,12/31/24,3/31/25,3/31/25,3/31/25,3/31/25,,,,,,,,,,,,,,,,,,,,,,
Duration,,,,,,MRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kearny Bank,Bank,633378,Fairfield,NJ,3/31/2025,"7,720,773","124,859","110,850","127,266","111,284","1,116,087","1,003,393","1,144,579","1,018,279","588,312","113,525","1,619","8,929",,115144,,,,,,,,,,,,,,,,,,,,
"KEB Hana Bank USA, National Association",Bank,609609,Fort Lee,NJ,3/31/2025,"680,042","4,299","3,084","4,371","3,117","65,294","63,837","66,704","64,411","102,650",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Keen Bank, National Association",Bank,837354,Waseca,MN,3/31/2025,"190,912",0,0,0,0,"25,161","23,467","26,398","24,395","13,650","1,128",0,"5,209",,1128,,,,,,,,,,,,,,,,,,,,
Kendall Bank,Bank,366854,Overland Park,KS,3/31/2025,"219,925",0,0,0,0,"29,995","29,973",0,0,"19,482",645,"1,149",0,,1794,,,,,,,,,,,,,,,,,,,,
Kennebec Savings Bank,Bank,583905,Augusta,ME,3/31/2025,"1,759,715",0,0,0,0,"151,946","136,871","154,563","137,007","219,095",0,14,"7,670",,14,,,,,,,,,,,,,,,,,,,,
Kennebunk Savings Bank,Bank,247908,Kennebunk,ME,3/31/2025,"1,900,245",0,0,0,0,"275,368","227,822","279,987","226,837","155,661","4,778",0,421,,4778,,,,,,,,,,,,,,,,,,,,
Kennett Trust Bank,Bank,795959,Kennett,MO,3/31/2025,"130,548",0,0,0,0,"38,208","35,503","38,662","35,757","11,989",0,0,"10,839",,0,,,,,,,,,,,,,,,,,,,,
Kensington Bank,Bank,58757,Kensington,MN,3/31/2025,"454,477",0,0,0,0,"68,066","63,774","69,822","64,799","36,835","1,841",293,"18,487",,2134,,,,,,,,,,,,,,,,,,,,
Kentland Bank,Bank,367543,Kentland,IN,3/31/2025,"389,409",0,0,0,0,"116,883","108,422","119,737","111,263","41,293",0,0,"54,239",,0,,,,,,,,,,,,,,,,,,,,
Kentland Federal Savings And Loan Association,Bank,382274,Kentland,IN,3/31/2025,"3,287",18,18,21,21,0,0,0,0,244,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Kentucky Farmers Bank Corporation,Bank,683814,Ashland,KY,3/31/2025,"306,881",0,0,0,0,"116,636","111,361","109,785","104,195","45,085",0,0,"59,712",,0,,,,,,,,,,,,,,,,,,,,
Kerndt Brothers Savings Bank,Bank,665146,Lansing,IA,3/31/2025,"337,489",0,0,0,0,"71,005","65,816","82,198","76,332","28,867","3,749",443,"16,895",,4192,,,,,,,,,,,,,,,,,,,,
Key Community Bank,Bank,2610784,Inver Grove Heights,MN,3/31/2025,"115,864",0,0,0,0,"2,996","2,990","3,994","3,969","9,288",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Key National Trust Company Of Delaware,Bank,4368351,Wilmington,DE,3/31/2025,"8,755",0,0,0,0,0,0,0,0,"8,567",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
KeyBank National Association,Bank,280110,Cleveland,OH,3/31/2025,"185,776,316","7,160,349","6,729,539","7,395,090","6,836,544","43,856,946","40,750,703","41,295,027","37,706,590","15,401,389","2,467,765","23,224",0,,2490989,,,,,,,,,,,,,,,,,,,,
Keysavings Bank,Bank,208972,Wisconsin Rapids,WI,3/31/2025,"120,943",0,0,0,0,"45,923","42,549","46,740","42,551","8,663",0,0,691,,0,,,,,,,,,,,,,,,,,,,,
"Keystone Bank, Ssb",Bank,1429028,Bee Cave,TX,3/31/2025,"1,016,662",0,0,0,0,"79,677","75,159","83,547","77,815","91,145","5,780",981,0,,6761,,,,,,,,,,,,,,,,,,,,
Keystone Savings Bank,Bank,931944,Keystone,IA,3/31/2025,"203,260",0,0,0,0,"59,854","55,865","52,442","48,235","18,020",583,257,"33,764",,840,,,,,,,,,,,,,,,,,,,,
"Killbuck Savings Bank Company, The",Bank,1017425,Killbuck,OH,3/31/2025,"888,287","65,581","58,601","65,011","57,889","224,614","204,878","227,051","203,273","63,070","1,329",0,"65,581",,1329,,,,,,,,,,,,,,,,,,,,
Kindred State Bank,Bank,816751,Kindred,ND,3/31/2025,"48,807","3,300","3,270","4,808","4,739","6,017","6,008","1,508","1,484","3,421",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Kingston National Bank,Bank,966722,Kingston,OH,3/31/2025,"559,311",0,0,0,0,"128,730","114,105","127,016","111,626","38,532",0,0,"37,640",,0,,,,,,,,,,,,,,,,,,,,
Kingstree Federal Savings And Loan Association,Bank,440978,Kingstree,SC,3/31/2025,"36,385",0,0,0,0,"6,634","5,922","6,702","5,922","5,337",0,0,"2,241",,0,,,,,,,,,,,,,,,,,,,,
KINMUNDY BANK,Bank,489249,Kinmundy,IL,3/31/2025,"69,329",500,500,500,500,"16,089","14,967","16,083","14,785","7,887","1,475",0,"3,192",,1475,,,,,,,,,,,,,,,,,,,,
Kirkpatrick Bank,Bank,67151,Edmond,OK,3/31/2025,"1,004,739","3,397","2,942","3,454","2,939","261,657","227,049","267,101","227,866","74,257",325,0,"67,325",,325,,,,,,,,,,,,,,,,,,,,
Kirkwood Bank And Trust Company,Bank,908450,Bismarck,ND,3/31/2025,"358,496","45,180","44,627","50,869","50,115","48,590","47,279","42,371","40,515","31,291",0,0,"13,010",,0,,,,,,,,,,,,,,,,,,,,
Kish Bank,Bank,600419,Belleville,PA,3/31/2025,"1,770,781","9,502","9,502","9,503","9,503","170,174","152,591","171,709","151,329","143,965","3,512",473,"35,891",,3985,,,,,,,,,,,,,,,,,,,,
Kitsap Bank,Bank,584377,Port Orchard,WA,3/31/2025,"1,656,332","29,558","27,702","31,044","29,213","603,588","531,608","627,746","553,292","134,694","17,105",0,"239,344",,17105,,,,,,,,,,,,,,,,,,,,
"Kleberg Bank, N.A.",Bank,556459,Kingsville,TX,3/31/2025,"718,255",0,0,0,0,"169,625","146,869","174,945","149,259","45,587","18,034",0,"30,388",,18034,,,,,,,,,,,,,,,,,,,,
Kodabank,Bank,803957,Drayton,ND,3/31/2025,"524,745",0,0,0,0,"48,842","46,357","47,736","44,785","49,998",744,179,"10,131",,923,,,,,,,,,,,,,,,,,,,,
Kress National Bank,Bank,995955,Kress,TX,3/31/2025,"55,769",0,0,0,0,"15,966","15,737","16,117","15,790","5,684",0,0,"3,644",,0,,,,,,,,,,,,,,,,,,,,
"Ks Bank, Inc.",Bank,416674,Smithfield,NC,3/31/2025,"721,101",0,0,0,0,"107,262","96,500","107,253","95,946","57,562",0,0,"36,593",,0,,,,,,,,,,,,,,,,,,,,
KS STATEBANK,Bank,160959,Manhattan,KS,3/31/2025,"2,648,160","1,989","2,012","2,887","2,919","410,097","412,074","412,908","413,673","303,419",0,0,"383,170",,0,,,,,,,,,,,,,,,,,,,,
Labette Bank,Bank,483751,Altamont,KS,3/31/2025,"514,054",0,0,0,0,"134,730","131,313","122,130","117,559","61,726","1,179",0,"5,068",,1179,,,,,,,,,,,,,,,,,,,,
Ladysmith Federal Savings & Loan Association,Bank,686570,Ladysmith,WI,3/31/2025,"89,797",0,0,0,0,"15,864","14,070","16,393","14,452","6,532",0,0,"8,900",,0,,,,,,,,,,,,,,,,,,,,
Lafayette State Bank,Bank,535931,Mayo,FL,3/31/2025,"240,293",0,0,0,0,"40,181","33,312","38,962","31,539","15,470",0,0,"9,476",,0,,,,,,,,,,,,,,,,,,,,
Lake Central Bank,Bank,269058,Annandale,MN,3/31/2025,"270,362",0,0,0,0,"99,656","92,852","104,464","97,271","23,052","1,490","1,293","48,680",,2783,,,,,,,,,,,,,,,,,,,,
Lake City Bank,Bank,874845,Warsaw,IN,3/31/2025,"6,847,388","131,979","109,481","131,568","113,107","1,189,135","1,000,875","1,182,501","991,426","682,762","4,970",0,"578,818",,4970,,,,,,,,,,,,,,,,,,,,
Lake Country Community Bank,Bank,706450,Morristown,MN,3/31/2025,"33,668",0,0,0,0,"10,701","9,422","11,528","9,996","2,942",0,0,"1,005",,0,,,,,,,,,,,,,,,,,,,,
Lake Elmo Bank,Bank,1015850,Lake Elmo,MN,3/31/2025,"519,281",0,0,0,0,"47,636","44,884","52,876","49,588","54,562",0,0,"6,833",,0,,,,,,,,,,,,,,,,,,,,
"Lake Forest Bank & Trust Company, National Association",Bank,1917301,Lake Forest,IL,3/31/2025,"8,724,205","574,341","472,826","583,069","472,299","454,399","391,671","449,827","379,195","773,337","40,464",68,"28,031",,40532,,,,,,,,,,,,,,,,,,,,
Lake Region Bank,Bank,164153,New London,MN,3/31/2025,"142,279",0,0,0,0,"68,175","62,935","72,870","67,351","11,893",0,0,"30,499",,0,,,,,,,,,,,,,,,,,,,,
Lake Ridge Bank,Bank,525549,Middleton,WI,3/31/2025,"3,102,136","6,043","5,883","6,033","5,846","359,287","328,485","336,312","303,220","262,970","28,544","24,154","148,577",,52698,,,,,,,,,,,,,,,,,,,,
Lake Shore Savings Bank,Bank,301574,Dunkirk,NY,3/31/2025,"688,370",0,0,0,0,"68,273","55,681","69,031","56,422","88,487",0,0,"31,739",,0,,,,,,,,,,,,,,,,,,,,
Lake-osceola State Bank,Bank,11145,Baldwin,MI,3/31/2025,"451,202",0,0,0,0,"137,701","121,598","139,186","122,641","39,556",450,-62,"69,558",,388,,,,,,,,,,,,,,,,,,,,
Lakeside Bank,Bank,32766,Rockwall,TX,3/31/2025,"307,777",0,0,0,0,0,0,0,0,"48,017","1,062",680,0,,1742,,,,,,,,,,,,,,,,,,,,
Lakeside Bank,Bank,201834,Chicago,IL,3/31/2025,"2,645,749",0,0,0,0,"247,305","230,957","246,313","227,781","284,160",0,0,"60,098",,0,,,,,,,,,,,,,,,,,,,,
Lakeside Bank,Bank,4165907,Lake Charles,LA,3/31/2025,"361,658","59,748","56,479","64,599","60,442","18,246","18,129","13,257","13,008","34,401",0,0,"1,235",,0,,,,,,,,,,,,,,,,,,,,
Lakeside Bank Of Salina,Bank,391557,Salina,OK,3/31/2025,"48,491","5,641","5,615","5,895","5,849",0,0,0,0,"5,948",0,0,"4,541",,0,,,,,,,,,,,,,,,,,,,,
Lakeview Bank,Bank,3253834,Lakeville,MN,3/31/2025,"172,358",0,0,0,0,"28,648","26,277","28,848","26,156","14,370",0,95,"6,743",,95,,,,,,,,,,,,,,,,,,,,
Lamar Bank And Trust Company,Bank,767255,Lamar,MO,3/31/2025,"257,947",0,0,0,0,"42,371","36,445","43,537","36,656","19,757",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Lamar National Bank,Bank,2161,Paris,TX,3/31/2025,"376,154",0,0,0,0,"100,293","86,586","102,201","88,007","27,733",0,0,"32,929",,0,,,,,,,,,,,,,,,,,,,,
"Lamesa National Bank, The",Bank,623052,Lamesa,TX,3/31/2025,"414,927",0,0,0,0,"263,624","261,793","254,310","250,636","44,731",0,0,"9,039",,0,,,,,,,,,,,,,,,,,,,,
Lamont Bank Of St. John,Bank,519874,Saint John,WA,3/31/2025,"66,582",0,0,0,0,"15,407","14,265","20,144","18,742","5,403",0,0,"5,922",,0,,,,,,,,,,,,,,,,,,,,
Landmark Bank,Bank,535034,Clinton,LA,3/31/2025,"204,690",26,26,28,28,"26,638","24,207","42,148","39,573","18,553",0,0,"10,821",,0,,,,,,,,,,,,,,,,,,,,
Landmark National Bank,Bank,481177,Manhattan,KS,3/31/2025,"1,573,821","3,792","3,439","3,763","3,290","370,552","353,437","389,662","368,777","128,939","32,377","2,426","172,426",,34803,,,,,,,,,,,,,,,,,,,,
Laona State Bank,Bank,178150,Laona,WI,3/31/2025,"267,071",0,0,0,0,"106,772","94,118","108,292","94,038","19,281",0,0,"31,583",,0,,,,,,,,,,,,,,,,,,,,
LaSalle State Bank,Bank,956134,Lasalle,IL,3/31/2025,"182,206",0,0,0,0,"88,757","80,646","89,478","80,029","8,056",0,0,"27,062",,0,,,,,,,,,,,,,,,,,,,,
Latimer State Bank,Bank,51356,Wilburton,OK,3/31/2025,"67,463",0,0,0,0,"19,014","18,971","17,015","16,879","15,883",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
"Lauderdale County Bank, The",Bank,82350,Halls,TN,3/31/2025,"64,519",0,0,0,0,"21,537","18,875","21,776","18,727","5,645",0,0,"2,888",,0,,,,,,,,,,,,,,,,,,,,
Lawrenceburg Federal Bank,Bank,834175,Lawrenceburg,TN,3/31/2025,"86,512",0,0,0,0,0,0,0,0,"17,312",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
LCA BANK CORPORATION,Bank,3407084,Salt Lake City,UT,3/31/2025,"368,245","1,788","1,711","1,895","1,767",0,0,0,0,"48,197",0,639,"1,788",,639,,,,,,,,,,,,,,,,,,,,
LCNB National Bank,Bank,785923,Lebanon,OH,3/31/2025,"2,298,436","17,591","16,207","16,329","14,934","275,548","255,891","279,386","255,095","166,061","90,310","7,707","55,531",,98017,,,,,,,,,,,,,,,,,,,,
Lea County State Bank,Bank,1015252,Hobbs,NM,3/31/2025,"689,761",0,0,0,0,"431,596","409,955","424,509","402,373","42,086",0,0,"130,201",,0,,,,,,,,,,,,,,,,,,,,
Lead Bank,Bank,893855,Kansas City,MO,3/31/2025,"1,747,932",0,0,0,0,"158,119","157,377","119,446","117,207","126,485","33,856","10,588","11,271",,44444,,,,,,,,,,,,,,,,,,,,
"Leader Bank, National Association",Bank,3109146,Arlington,MA,3/31/2025,"4,904,733","56,740","52,872","106,793","101,952","296,227","251,896","296,204","244,469","508,748",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Ledyard National Bank,Bank,1863097,Norwich,VT,3/31/2025,"974,770","177,351","156,566","177,692","156,679","98,183","88,575","99,835","90,263","70,425",0,0,"144,587",,0,,,,,,,,,,,,,,,,,,,,
Lee Bank,Bank,790703,Lee,MA,3/31/2025,"560,062",0,0,0,0,"104,658","96,262","110,326","100,380","43,635",0,0,"15,507",,0,,,,,,,,,,,,,,,,,,,,
Lee Bank & Trust Company,Bank,661223,Pennington Gap,VA,3/31/2025,"255,182",0,0,0,0,"102,471","101,442","109,221","107,286","30,543",0,0,"6,953",,0,,,,,,,,,,,,,,,,,,,,
Legacy Bank,Bank,268828,Grundy,VA,3/31/2025,"338,579",0,0,0,0,"118,926","102,765","119,935","102,998","59,436",0,0,"45,847",,0,,,,,,,,,,,,,,,,,,,,
Legacy Bank,Bank,785950,Colwich,KS,3/31/2025,"804,180",0,0,0,0,"110,413","99,580","111,105","99,292","71,387",0,793,"60,809",,793,,,,,,,,,,,,,,,,,,,,
Legacy Bank,Bank,320052,Hinton,OK,3/31/2025,"632,090","32,909","32,909","30,749","30,749","145,164","145,065","153,582","153,616","57,933",0,0,"32,909",,0,,,,,,,,,,,,,,,,,,,,
Legacy Bank,Bank,5755510,Murrieta,CA,3/31/2025,"75,514",0,0,0,0,0,0,0,0,"10,625",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Legacy Bank & Trust Company,Bank,397755,Mountain Grove,MO,3/31/2025,"1,915,268",0,0,0,0,"7,694","7,598","9,700","9,493","215,911","3,221",0,"6,604",,3221,,,,,,,,,,,,,,,,,,,,
Legacy National Bank,Bank,3306280,Springdale,AR,3/31/2025,"1,148,502",0,0,0,0,"64,983","61,392","65,502","61,124","92,188","5,087",665,957,,5752,,,,,,,,,,,,,,,,,,,,
Legacy State Bank,Bank,3340903,Loganville,GA,3/31/2025,"181,990",0,0,0,0,"35,634","32,545","35,000","31,339","19,407",0,0,"1,737",,0,,,,,,,,,,,,,,,,,,,,
"Legacy Trust Company, National Association",Bank,2597223,Houston,TX,3/31/2025,"34,208",0,0,0,0,"21,845","21,770","23,837","23,724","29,430",0,0,15,,0,,,,,,,,,,,,,,,,,,,,
Legence Bank,Bank,635840,Eldorado,IL,3/31/2025,"662,789",0,0,0,0,"146,147","137,686","145,050","134,774","51,301","5,527",0,"4,248",,5527,,,,,,,,,,,,,,,,,,,,
"Legend Bank, N. A.",Bank,100357,Bowie,TX,3/31/2025,"1,157,753","8,950","7,581","8,960","7,531","218,791","192,229","240,477","208,867","87,963","11,764",347,"55,594",,12111,,,,,,,,,,,,,,,,,,,,
Legends Bank,Bank,2745426,Clarksville,TN,3/31/2025,"871,298","58,568","47,572","63,898","52,654","141,052","131,365","142,346","131,361","82,500",0,0,"96,392",,0,,,,,,,,,,,,,,,,,,,,
Legends Bank,Bank,865151,Linn,MO,3/31/2025,"566,091",153,150,153,148,"95,835","95,750","97,316","96,594","99,249",0,0,"3,384",,0,,,,,,,,,,,,,,,,,,,,
Leighton State Bank,Bank,936640,Pella,IA,3/31/2025,"278,453",0,0,0,0,"50,330","48,104","50,206","47,503","27,130","2,863",0,"13,608",,2863,,,,,,,,,,,,,,,,,,,,
"Lemont National Bank, The",Bank,480330,Lemont,IL,3/31/2025,"53,161","38,700","31,594","39,277","31,514",0,0,0,0,"3,227",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Lena State Bank,Bank,478533,Lena,IL,3/31/2025,"97,383",0,0,0,0,"28,861","25,492","29,086","25,273","9,649",0,0,"6,779",,0,,,,,,,,,,,,,,,,,,,,
"Lendingclub Bank, National Association",Bank,264772,Lehi,UT,3/31/2025,"10,343,576",0,0,0,0,"3,461,829","3,426,571","3,490,066","3,452,648","1,042,142","75,717","32,783","2,468",,108500,,,,,,,,,,,,,,,,,,,,
Lewis & Clark Bank,Bank,3489071,Oregon City,OR,3/31/2025,"383,320",0,0,0,0,"141,320","136,744","142,574","136,911","36,627",596,20,0,,616,,,,,,,,,,,,,,,,,,,,
Lewisburg Banking Company,Bank,580847,Lewisburg,KY,3/31/2025,"211,347",0,0,"1,000",999,"45,510","42,280","42,076","38,322","15,784",0,0,"7,622",,0,,,,,,,,,,,,,,,,,,,,
Lexicon Bank,Bank,5412457,Las Vegas,NV,3/31/2025,"401,406","2,961","2,968","2,954","2,959","27,996","25,588","29,520","26,623","28,972",0,0,"7,135",,0,,,,,,,,,,,,,,,,,,,,
"Libertad Bank, SSB",Bank,3347911,Austin,TX,3/31/2025,"462,233",0,0,0,0,"8,037","8,871","8,455","9,041","37,691",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Liberty Bank,Bank,371942,Liberty,IL,3/31/2025,"134,456",0,0,0,0,"25,688","23,971","26,638","24,658","14,506",0,0,"11,799",,0,,,,,,,,,,,,,,,,,,,,
Liberty Bank,Bank,386432,Geraldine,AL,3/31/2025,"213,329",500,489,500,485,"36,353","34,544","37,261","35,082","23,489",0,0,"14,435",,0,,,,,,,,,,,,,,,,,,,,
Liberty Bank,Bank,534073,Ironton,OH,3/31/2025,"59,581",4,4,7,7,"20,874","19,446","21,160","19,526","8,664",0,0,"4,840",,0,,,,,,,,,,,,,,,,,,,,
Liberty Bank,Bank,3943210,Poulsbo,WA,3/31/2025,"203,816","11,930","10,152","12,226","10,210","6,179","5,848","8,936","8,360","17,833",0,3,"1,256",,3,,,,,,,,,,,,,,,,,,,,
Liberty Bank,Bank,587800,Middletown,CT,3/31/2025,"8,183,976","1,250","1,250","1,325","1,325","1,156,266","1,089,918","1,160,355","1,081,881","1,021,901","59,546","1,453","34,406",,60999,,,,,,,,,,,,,,,,,,,,
Liberty Bank And Trust Company,Bank,283438,New Orleans,LA,3/31/2025,"1,106,412",0,0,0,0,"308,391","289,267","317,845","294,641","92,445",128,277,"32,639",,405,,,,,,,,,,,,,,,,,,,,
Liberty Bank For Savings,Bank,757377,Chicago,IL,3/31/2025,"857,235",0,0,0,0,"281,302","262,281","283,545","260,038","195,801",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Liberty Bank Minnesota,Bank,1387203,Saint Cloud,MN,3/31/2025,"278,099",0,0,0,0,"106,996","92,290","109,469","91,980","23,107",0,0,"17,328",,0,,,,,,,,,,,,,,,,,,,,
Liberty Bank N.A.,Bank,2907439,Irvine,CA,3/31/2025,"445,427",0,0,0,0,"8,336","8,105","8,349","7,996","57,976",0,"3,689",0,,3689,,,,,,,,,,,,,,,,,,,,
"Liberty Bank, Inc.",Bank,593771,Salt Lake City,UT,3/31/2025,"14,181",469,427,488,431,0,0,0,0,"5,000",0,0,93,,0,,,,,,,,,,,,,,,,,,,,
Liberty Capital Bank,Bank,3690121,Addison,TX,3/31/2025,"419,858",0,0,0,0,"12,154","10,395","12,413","10,451","49,243",0,0,"2,106",,0,,,,,,,,,,,,,,,,,,,,
Liberty National Bank,Bank,68756,Lawton,OK,3/31/2025,"1,243,112","24,666","23,286","24,664","23,254","242,036","235,883","249,470","241,630","113,751","2,892",0,"21,387",,2892,,,,,,,,,,,,,,,,,,,,
Liberty National Bank,Bank,3140822,Sioux City,IA,3/31/2025,"588,247",0,0,0,0,"64,469","61,414","65,926","62,342","49,057","42,725","7,566","24,343",,50291,,,,,,,,,,,,,,,,,,,,
"Liberty National Bank In Paris, The",Bank,1669,Paris,TX,3/31/2025,"454,086","15,713","14,916","19,221","18,277","73,287","68,218","71,906","65,744","49,879",0,0,"15,713",,0,,,,,,,,,,,,,,,,,,,,
"Liberty Savings Association, Fsa, The",Bank,987576,Fort Scott,KS,3/31/2025,"28,483","14,005","12,676","14,603","13,134",0,0,0,0,"6,817",0,0,"3,265",,0,,,,,,,,,,,,,,,,,,,,
"Liberty Savings Bank, F.S.B.",Bank,839572,Wilmington,OH,3/31/2025,"1,212,048",0,0,0,0,"317,515","287,878","320,781","287,488","74,829",0,0,"131,443",,0,,,,,,,,,,,,,,,,,,,,
Liberty State Bank,Bank,883351,Powers Lake,ND,3/31/2025,"145,449",0,0,0,0,"87,064","77,591","84,982","75,475","10,445",0,0,"34,984",,0,,,,,,,,,,,,,,,,,,,,
Liberty Trust & Savings Bank,Bank,644646,Durant,IA,3/31/2025,"177,508",0,0,0,0,"55,529","49,544","53,720","47,398","32,042",0,0,"36,613",,0,,,,,,,,,,,,,,,,,,,,
"Libertyville Bank & Trust Company, National Association",Bank,2339795,Libertyville,IL,3/31/2025,"2,844,878","202,670","158,914","204,915","157,003","270,574","244,129","274,997","243,979","246,269","5,133",0,"24,342",,5133,,,,,,,,,,,,,,,,,,,,
Libertyville Savings Bank,Bank,857745,Fairfield,IA,3/31/2025,"392,295","1,562","1,562","1,062","1,062","93,747","88,718","96,715","90,853","35,323","3,604",0,"70,027",,3604,,,,,,,,,,,,,,,,,,,,
Lifestore Bank,Bank,715872,West Jefferson,NC,3/31/2025,"480,057",0,0,0,0,"114,584","109,898","110,022","106,073","48,752",0,0,"39,436",,0,,,,,,,,,,,,,,,,,,,,
Limebank,Bank,365950,Bolivar,MO,3/31/2025,"127,396",0,0,0,0,"4,628","4,354","4,701","4,367","18,945",904,286,480,,1190,,,,,,,,,,,,,,,,,,,,
Lincoln Federal Savings Bank Of Nebraska,Bank,529275,Lincoln,NE,3/31/2025,"369,582",0,0,0,0,"79,678","68,300","80,023","67,029","37,128",0,0,"49,330",,0,,,,,,,,,,,,,,,,,,,,
"Lincoln National Bank Of Hodgenville, The",Bank,553944,Hodgenville,KY,3/31/2025,"452,639",0,0,0,0,"58,887","52,258","62,065","55,117","57,213",903,0,"37,572",,903,,,,,,,,,,,,,,,,,,,,
Lincoln Savings Bank,Bank,589943,Reinbeck,IA,3/31/2025,"1,801,720",0,0,0,0,"308,625","270,837","303,226","265,346","134,510","11,621","5,696","142,935",,17317,,,,,,,,,,,,,,,,,,,,
Lincoln State Bank,Bank,667551,Hankinson,ND,3/31/2025,"119,631",0,0,0,0,"48,157","43,414","49,007","43,797","6,936",0,56,"18,975",,56,,,,,,,,,,,,,,,,,,,,
Lindell Bank & Trust Company,Bank,185859,Saint Louis,MO,3/31/2025,"926,481","304,267","250,805","310,493","249,617","26,655","22,765","27,247","22,770","139,267","5,039","1,332",0,,6371,,,,,,,,,,,,,,,,,,,,
Lineage Bank,Bank,321152,Franklin,TN,3/31/2025,"199,656",0,0,0,0,"37,788","32,699","38,310","32,517","10,469",0,0,"4,508",,0,,,,,,,,,,,,,,,,,,,,
Linkbank,Bank,557317,Camp Hill,PA,3/31/2025,"2,860,631","28,083","26,763","31,967","30,284","164,636","159,183","152,976","145,590","270,705","58,806","18,573","47,464",,77379,,,,,,,,,,,,,,,,,,,,
Lisle Savings Bank,Bank,133971,Lisle,IL,3/31/2025,"555,438","9,744","9,744","9,744","9,744","196,359","173,457","203,386","177,961","128,372",0,0,"111,742",,0,,,,,,,,,,,,,,,,,,,,
"Litchfield National Bank, The",Bank,372444,Litchfield,IL,3/31/2025,"131,394",0,0,0,0,"41,588","38,272","41,087","37,250","9,276",0,0,"6,909",,0,,,,,,,,,,,,,,,,,,,,
Little Horn State Bank,Bank,537551,Hardin,MT,3/31/2025,"349,946",0,0,0,0,0,0,"1,269","1,242","33,136",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
Live Oak Banking Company,Bank,3650808,Wilmington,NC,3/31/2025,"13,503,776",0,0,0,0,"1,401,755","1,312,681","1,356,550","1,248,202","968,850","1,797","31,155","3,050",,32952,,,,,,,,,,,,,,,,,,,,
Llano National Bank,Bank,946555,Llano,TX,3/31/2025,"299,815",0,0,0,0,"114,310","100,210","116,813","101,338","25,190",0,0,"55,025",,0,,,,,,,,,,,,,,,,,,,,
Lnb Community Bank,Bank,176642,Lynnville,IN,3/31/2025,"158,469",0,0,0,0,"16,183","15,735","18,146","17,553","15,406",0,0,"2,794",,0,,,,,,,,,,,,,,,,,,,,
Local Bank,Bank,470434,Tuscaloosa,AL,3/31/2025,"84,907",0,0,0,0,"2,531","2,433","2,630","2,489","13,682","1,084",80,0,,1164,,,,,,,,,,,,,,,,,,,,
Local Bank,Bank,815754,Hulbert,OK,3/31/2025,"409,051",0,0,0,0,"56,358","53,495","57,640","54,265","46,472",32,0,"6,367",,32,,,,,,,,,,,,,,,,,,,,
Locality Bank,Bank,5673191,Fort Lauderdale,FL,3/31/2025,"303,213",0,0,0,0,"11,599","11,391","11,976","11,548","46,539",0,35,0,,35,,,,,,,,,,,,,,,,,,,,
Logan Bank & Trust Company,Bank,164331,Logan,WV,3/31/2025,"358,782",0,0,0,0,"163,494","145,844","163,412","143,524","23,415",0,24,"60,714",,24,,,,,,,,,,,,,,,,,,,,
Logan County Bank,Bank,932642,Scranton,AR,3/31/2025,"112,868","1,855","1,817","1,915","1,886","34,019","32,145","35,395","33,125","18,063",0,0,"22,224",,0,,,,,,,,,,,,,,,,,,,,
Logan State Bank,Bank,754246,Logan,IA,3/31/2025,"84,311",0,0,0,0,661,661,661,662,"7,277",0,0,661,,0,,,,,,,,,,,,,,,,,,,,
Logansport Savings Bank,Bank,918879,Logansport,IN,3/31/2025,"266,253",0,0,0,0,"63,235","53,753","64,157","54,567","20,845",0,0,"37,532",,0,,,,,,,,,,,,,,,,,,,,
Lone Star Bank,Bank,3448162,Houston,TX,3/31/2025,"167,617",0,0,0,0,0,0,0,0,"22,734",0,0,0,,0,,,,,,,,,,,,,,,,,,,,
